pokemon_id,pokemon_name,display_name,level,hp,attack,defense,sp_attack,sp_defense,crit_percent,cdr_percent,lifesteal_percent,attack_speed_percent,move_speed,penetration,range,role,difficulty,damage_type,tier,solo_queue_tier,last_updated
2.,Aegislash,Aegislash,14.,"6,641.",328.,249.,100.,177.,10.,20.,0.,44.99,"4,200.",0.,Melee,All-Rounder,Expert,Physical,B,B,"December 27, 2025"
2.,Aegislash,Aegislash,15.,"7,302.",357.,280.,115.,200.,10.,20.,0.,44.99,"4,200.",0.,Melee,All-Rounder,Expert,Physical,B,B,"December 27, 2025"
3.,Alcremie,Alcremie,1.,"3,100.",120.,40.,50.,30.,0.,0.,0.,10.,"3,800.",0.,Ranged,Supporter,Novice,Special,A,A,"December 27, 2025"
3.,Alcremie,Alcremie,2.,"3,231.",124.,46.,64.,38.,0.,0.,0.,10.22,"3,800.",0.,Ranged,Supporter,Novice,Special,A,A,"December 27, 2025"
3.,Alcremie,Alcremie,3.,"3,381.",128.,53.,80.,47.,0.,0.,0.,10.47,"3,800.",0.,Ranged,Supporter,Novice,Special,A,A,"December 27, 2025"
3.,Alcremie,Alcremie,4.,"4,144.",149.,89.,164.,91.,0.,0.,0.,11.76,"3,800.",0.,Ranged,Supporter,Novice,Special,A,A,"December 27, 2025"
3.,Alcremie,Alcremie,5.,"4,343.",154.,99.,186.,102.,0.,5.,0.,12.1,"3,950.",0.,Ranged,Supporter,Novice,Special,A,A,"December 27, 2025"
3.,Alcremie,Alcremie,6.,"4,572.",160.,110.,211.,115.,0.,5.,0.,12.49,"3,950.",0.,Ranged,Supporter,Novice,Special,A,A,"December 27, 2025"
3.,Alcremie,Alcremie,7.,"4,835.",167.,123.,240.,130.,0.,5.,0.,12.94,"4,100.",0.,Ranged,Supporter,Novice,Special,A,A,"December 27, 2025"
3.,Alcremie,Alcremie,8.,"5,138.",175.,137.,273.,147.,0.,5.,0.,13.45,"4,100.",0.,Ranged,Supporter,Novice,Special,A,A,"December 27, 2025"
3.,Alcremie,Alcremie,9.,"5,487.",184.,154.,311.,167.,0.,10.,0.,14.04,"4,250.",0.,Ranged,Supporter,Novice,Special,A,A,"December 27, 2025"
3.,Alcremie,Alcremie,10.,"5,888.",195.,173.,355.,190.,0.,10.,0.,14.72,"4,250.",0.,Ranged,Supporter,Novice,Special,A,A,"December 27, 2025"
3.,Alcremie,Alcremie,11.,"6,349.",208.,195.,406.,217.,0.,10.,0.,15.5,"4,400.",0.,Ranged,Supporter,Novice,Special,A,A,"December 27, 2025"
3.,Alcremie,Alcremie,12.,"6,880.",222.,220.,464.,248.,0.,10.,0.,16.4,"4,400.",0.,Ranged,Supporter,Novice,Special,A,A,"December 27, 2025"
3.,Alcremie,Alcremie,13.,"7,491.",239.,249.,531.,283.,0.,10.,0.,17.43,"4,400.",0.,Ranged,Supporter,Novice,Special,A,A,"December 27, 2025"
3.,Alcremie,Alcremie,14.,"8,193.",258.,282.,608.,323.,0.,10.,0.,18.62,"4,400.",0.,Ranged,Supporter,Novice,Special,A,A,"December 27, 2025"
3.,Alcremie,Alcremie,15.,"9,000.",280.,320.,696.,370.,0.,10.,0.,19.99,"4,400.",0.,Ranged,Supporter,Novice,Special,A,A,"December 27, 2025"
4.,Armarouge,Armarouge,1.,"3,300.",150.,60.,80.,40.,0.,0.,0.,10.,"3,600.",0.,Ranged,Attacker,Intermediate,Special,B+,B,"December 27, 2025"
4.,Armarouge,Armarouge,2.,"3,387.",154.,65.,94.,44.,0.,0.,0.,10.89,"3,600.",0.,Ranged,Attacker,Intermediate,Special,B+,B,"December 27, 2025"
4.,Armarouge,Armarouge,3.,"3,486.",159.,71.,110.,49.,0.,0.,0.,11.91,"3,600.",0.,Ranged,Attacker,Intermediate,Special,B+,B,"December 27, 2025"
4.,Armarouge,Armarouge,4.,"3,600.",165.,78.,128.,55.,0.,0.,0.,13.08,"3,600.",0.,Ranged,Attacker,Intermediate,Special,B+,B,"December 27, 2025"
4.,Armarouge,Armarouge,5.,"4,122.",192.,110.,211.,82.,0.,5.,0.,18.43,"3,750.",0.,Ranged,Attacker,Intermediate,Special,B+,B,"December 27, 2025"
4.,Armarouge,Armarouge,6.,"4,273.",200.,119.,235.,90.,0.,5.,0.,19.98,"3,750.",0.,Ranged,Attacker,Intermediate,Special,B+,B,"December 27, 2025"
4.,Armarouge,Armarouge,7.,"4,447.",209.,130.,263.,99.,0.,5.,0.,21.76,"3,900.",0.,Ranged,Attacker,Intermediate,Special,B+,B,"December 27, 2025"
4.,Armarouge,Armarouge,8.,"4,647.",219.,142.,295.,109.,0.,5.,0.,23.82,"3,900.",0.,Ranged,Attacker,Intermediate,Special,B+,B,"December 27, 2025"
4.,Armarouge,Armarouge,9.,"4,878.",231.,156.,332.,121.,0.,10.,0.,26.18,"4,050.",0.,Ranged,Attacker,Intermediate,Special,B+,B,"December 27, 2025"
4.,Armarouge,Armarouge,10.,"5,143.",244.,172.,374.,134.,0.,10.,0.,28.9,"4,050.",0.,Ranged,Attacker,Intermediate,Special,B+,B,"December 27, 2025"
4.,Armarouge,Armarouge,11.,"5,448.",260.,191.,422.,150.,0.,10.,0.,32.03,"4,200.",0.,Ranged,Attacker,Intermediate,Special,B+,B,"December 27, 2025"
4.,Armarouge,Armarouge,12.,"5,799.",278.,213.,478.,168.,0.,10.,0.,35.63,"4,200.",0.,Ranged,Attacker,Intermediate,Special,B+,B,"December 27, 2025"
4.,Armarouge,Armarouge,13.,"6,203.",299.,238.,542.,189.,0.,20.,0.,39.77,"4,200.",0.,Ranged,Attacker,Intermediate,Special,B+,B,"December 27, 2025"
4.,Armarouge,Armarouge,14.,"6,667.",323.,267.,616.,213.,0.,20.,0.,44.53,"4,200.",0.,Ranged,Attacker,Intermediate,Special,B+,B,"December 27, 2025"
4.,Armarouge,Armarouge,15.,"7,200.",350.,300.,700.,240.,0.,20.,0.,50.,"4,200.",0.,Ranged,Attacker,Intermediate,Special,B+,B,"December 27, 2025"
5.,Articuno,Articuno,1.,"3,740.",20.,114.,96.,118.,0.,0.,0.,10.,"3,650.",0.,Ranged,Defender,Novice,Special,A,A,"June 21, 2026"
5.,Articuno,Articuno,2.,"3,964.",23.,131.,109.,132.,0.,0.,0.,10.72,"3,650.",0.,Ranged,Defender,Novice,Special,A,A,"June 21, 2026"
5.,Articuno,Articuno,3.,"4,210.",27.,150.,123.,147.,0.,0.,0.,11.5,"3,650.",0.,Ranged,Defender,Novice,Special,A,A,"June 21, 2026"
5.,Articuno,Articuno,4.,"4,481.",31.,172.,139.,163.,0.,0.,0.,12.37,"3,650.",0.,Ranged,Defender,Novice,Special,A,A,"June 21, 2026"
5.,Articuno,Articuno,5.,"4,778.",36.,195.,156.,181.,0.,5.,0.,13.32,"3,800.",0.,Ranged,Defender,Novice,Special,A,A,"June 21, 2026"
5.,Articuno,Articuno,6.,"5,106.",41.,220.,175.,201.,0.,5.,0.,14.36,"3,800.",0.,Ranged,Defender,Novice,Special,A,A,"June 21, 2026"
5.,Articuno,Articuno,7.,"5,466.",46.,248.,196.,223.,0.,5.,0.,15.51,"3,950.",0.,Ranged,Defender,Novice,Special,A,A,"June 21, 2026"
5.,Articuno,Articuno,8.,"5,863.",53.,279.,219.,248.,0.,5.,0.,16.78,"3,950.",0.,Ranged,Defender,Novice,Special,A,A,"June 21, 2026"
5.,Articuno,Articuno,9.,"6,298.",59.,313.,245.,274.,0.,10.,0.,18.17,"4,100.",0.,Ranged,Defender,Novice,Special,A,A,"June 21, 2026"
5.,Articuno,Articuno,10.,"6,778.",67.,350.,273.,303.,0.,10.,0.,19.71,"4,100.",0.,Ranged,Defender,Novice,Special,A,A,"June 21, 2026"
5.,Articuno,Articuno,11.,"7,306.",75.,391.,303.,336.,0.,10.,0.,21.39,"4,250.",0.,Ranged,Defender,Novice,Special,A,A,"June 21, 2026"
5.,Articuno,Articuno,12.,"7,886.",84.,436.,337.,371.,0.,10.,0.,23.24,"4,250.",0.,Ranged,Defender,Novice,Special,A,A,"June 21, 2026"
5.,Articuno,Articuno,13.,"8,525.",93.,485.,374.,410.,0.,10.,0.,25.29,"4,250.",0.,Ranged,Defender,Novice,Special,A,A,"June 21, 2026"
5.,Articuno,Articuno,14.,"9,227.",104.,540.,415.,453.,0.,10.,0.,27.53,"4,250.",0.,Ranged,Defender,Novice,Special,A,A,"June 21, 2026"
5.,Articuno,Articuno,15.,"10,000.",116.,600.,460.,500.,0.,10.,0.,30.,"4,250.",0.,Ranged,Defender,Novice,Special,A,A,"June 21, 2026"
6.,Azumarill,Azumarill,1.,"3,250.",125.,80.,20.,80.,0.,0.,0.,10.,"3,600.",0.,Melee,All-Rounder,Novice,Physical,D,B,"December 27, 2025"
6.,Azumarill,Azumarill,2.,"3,352.",132.,87.,22.,87.,0.,0.,0.,10.67,"3,600.",0.,Melee,All-Rounder,Novice,Physical,D,B,"December 27, 2025"
6.,Azumarill,Azumarill,3.,"3,469.",141.,95.,24.,95.,0.,0.,0.,11.43,"3,600.",0.,Melee,All-Rounder,Novice,Physical,D,B,"December 27, 2025"
6.,Azumarill,Azumarill,4.,"4,064.",185.,136.,36.,136.,0.,0.,5.,15.31,"3,600.",0.,Melee,All-Rounder,Novice,Physical,D,B,"December 27, 2025"
6.,Azumarill,Azumarill,5.,"4,219.",196.,147.,40.,147.,0.,0.,5.,16.32,"3,750.",0.,Melee,All-Rounder,Novice,Physical,D,B,"December 27, 2025"
6.,Azumarill,Azumarill,6.,"4,398.",209.,159.,44.,159.,0.,0.,5.,17.48,"3,750.",0.,Melee,All-Rounder,Novice,Physical,D,B,"December 27, 2025"
6.,Azumarill,Azumarill,7.,"4,603.",224.,173.,48.,173.,0.,0.,5.,18.82,"3,900.",0.,Melee,All-Rounder,Novice,Physical,D,B,"December 27, 2025"
6.,Azumarill,Azumarill,8.,"4,839.",241.,189.,53.,189.,0.,0.,5.,20.36,"3,900.",0.,Melee,All-Rounder,Novice,Physical,D,B,"December 27, 2025"
6.,Azumarill,Azumarill,9.,"5,111.",261.,208.,59.,208.,0.,0.,10.,22.13,"4,050.",0.,Melee,All-Rounder,Novice,Physical,D,B,"December 27, 2025"
6.,Azumarill,Azumarill,10.,"5,424.",284.,230.,65.,230.,0.,0.,10.,24.17,"4,050.",0.,Melee,All-Rounder,Novice,Physical,D,B,"December 27, 2025"
6.,Azumarill,Azumarill,11.,"5,784.",310.,255.,72.,255.,0.,0.,10.,26.52,"4,200.",0.,Melee,All-Rounder,Novice,Physical,D,B,"December 27, 2025"
6.,Azumarill,Azumarill,12.,"6,198.",340.,284.,81.,284.,0.,0.,10.,29.22,"4,200.",0.,Melee,All-Rounder,Novice,Physical,D,B,"December 27, 2025"
6.,Azumarill,Azumarill,13.,"6,674.",375.,317.,91.,317.,0.,0.,10.,32.33,"4,200.",0.,Melee,All-Rounder,Novice,Physical,D,B,"December 27, 2025"
6.,Azumarill,Azumarill,14.,"7,221.",415.,355.,102.,355.,0.,0.,10.,35.9,"4,200.",0.,Melee,All-Rounder,Novice,Physical,D,B,"December 27, 2025"
6.,Azumarill,Azumarill,15.,"7,850.",461.,399.,115.,399.,0.,0.,10.,40.,"4,200.",0.,Melee,All-Rounder,Novice,Physical,D,B,"December 27, 2025"
7.,Blastoise,Blastoise,1.,"3,225.",150.,100.,50.,70.,0.,0.,0.,10.,"3,700.",0.,Ranged,Defender,Novice,Special,S,S,"December 27, 2025"
7.,Blastoise,Blastoise,2.,"3,326.",152.,108.,55.,75.,0.,0.,0.,10.29,"3,700.",0.,Ranged,Defender,Novice,Special,S,S,"December 27, 2025"
7.,Blastoise,Blastoise,3.,"3,447.",154.,117.,61.,82.,0.,0.,0.,10.63,"3,700.",0.,Ranged,Defender,Novice,Special,S,S,"December 27, 2025"
7.,Blastoise,Blastoise,4.,"3,593.",157.,128.,68.,90.,0.,0.,0.,11.04,"3,700.",0.,Ranged,Defender,Novice,Special,S,S,"December 27, 2025"
7.,Blastoise,Blastoise,5.,"4,122.",168.,169.,95.,119.,0.,5.,0.,12.54,"3,850.",0.,Ranged,Defender,Novice,Special,S,S,"December 27, 2025"
7.,Blastoise,Blastoise,6.,"4,333.",172.,185.,106.,130.,0.,5.,0.,13.14,"3,850.",0.,Ranged,Defender,Novice,Special,S,S,"December 27, 2025"
7.,Blastoise,Blastoise,7.,"5,293.",191.,260.,155.,182.,0.,5.,0.,15.86,"4,000.",0.,Ranged,Defender,Novice,Special,S,S,"December 27, 2025"
7.,Blastoise,Blastoise,8.,"5,597.",197.,284.,171.,198.,0.,5.,0.,16.72,"4,000.",0.,Ranged,Defender,Novice,Special,S,S,"December 27, 2025"
7.,Blastoise,Blastoise,9.,"5,961.",204.,312.,190.,218.,0.,10.,0.,17.75,"4,150.",0.,Ranged,Defender,Novice,Special,S,S,"December 27, 2025"
7.,Blastoise,Blastoise,10.,"6,398.",213.,346.,212.,242.,0.,10.,0.,18.98,"4,150.",0.,Ranged,Defender,Novice,Special,S,S,"December 27, 2025"
7.,Blastoise,Blastoise,11.,"6,923.",224.,387.,239.,271.,0.,10.,0.,20.46,"4,300.",0.,Ranged,Defender,Novice,Special,S,S,"December 27, 2025"
7.,Blastoise,Blastoise,12.,"7,552.",237.,436.,271.,305.,0.,10.,0.,22.24,"4,300.",0.,Ranged,Defender,Novice,Special,S,S,"December 27, 2025"
7.,Blastoise,Blastoise,13.,"8,307.",252.,495.,310.,346.,0.,10.,0.,24.37,"4,300.",0.,Ranged,Defender,Novice,Special,S,S,"December 27, 2025"
7.,Blastoise,Blastoise,14.,"9,213.",270.,565.,356.,395.,0.,10.,0.,26.93,"4,300.",0.,Ranged,Defender,Novice,Special,S,S,"December 27, 2025"
7.,Blastoise,Blastoise,15.,"10,300.",292.,650.,412.,455.,0.,10.,0.,30.,"4,300.",0.,Ranged,Defender,Novice,Special,S,S,"December 27, 2025"
8.,Blaziken,Blaziken,1.,"3,250.",160.,80.,20.,60.,0.,0.,0.,10.,"3,700.",0.,Melee,All-Rounder,Expert,Physical,A+,A,"December 27, 2025"
8.,Blaziken,Blaziken,2.,"3,315.",165.,85.,21.,64.,0.,0.,0.,10.29,"3,700.",0.,Melee,All-Rounder,Expert,Physical,A+,A,"December 27, 2025"
8.,Blaziken,Blaziken,3.,"3,393.",171.,92.,23.,69.,0.,0.,0.,10.63,"3,700.",0.,Melee,All-Rounder,Expert,Physical,A+,A,"December 27, 2025"
8.,Blaziken,Blaziken,4.,"3,487.",178.,100.,25.,75.,0.,0.,0.,11.04,"3,700.",0.,Melee,All-Rounder,Expert,Physical,A+,A,"December 27, 2025"
8.,Blaziken,Blaziken,5.,"3,827.",203.,128.,32.,97.,5.,0.,5.,12.54,"3,850.",0.,Melee,All-Rounder,Expert,Physical,A+,A,"December 27, 2025"
8.,Blaziken,Blaziken,6.,"3,963.",213.,139.,35.,106.,5.,0.,5.,13.14,"3,850.",0.,Melee,All-Rounder,Expert,Physical,A+,A,"December 27, 2025"
8.,Blaziken,Blaziken,7.,"4,581.",258.,190.,48.,145.,5.,0.,5.,15.86,"4,000.",0.,Melee,All-Rounder,Expert,Physical,A+,A,"December 27, 2025"
8.,Blaziken,Blaziken,8.,"4,776.",272.,206.,52.,157.,10.,0.,10.,16.72,"4,000.",0.,Melee,All-Rounder,Expert,Physical,A+,A,"December 27, 2025"
8.,Blaziken,Blaziken,9.,"5,010.",289.,226.,57.,172.,10.,0.,10.,17.75,"4,150.",0.,Melee,All-Rounder,Expert,Physical,A+,A,"December 27, 2025"
8.,Blaziken,Blaziken,10.,"5,291.",309.,249.,63.,190.,10.,0.,10.,18.98,"4,150.",0.,Melee,All-Rounder,Expert,Physical,A+,A,"December 27, 2025"
8.,Blaziken,Blaziken,11.,"5,628.",333.,277.,70.,212.,10.,0.,10.,20.46,"4,300.",0.,Melee,All-Rounder,Expert,Physical,A+,A,"December 27, 2025"
8.,Blaziken,Blaziken,12.,"6,033.",362.,311.,78.,238.,10.,0.,10.,22.24,"4,300.",0.,Melee,All-Rounder,Expert,Physical,A+,A,"December 27, 2025"
8.,Blaziken,Blaziken,13.,"6,518.",397.,351.,88.,269.,10.,0.,15.,24.37,"4,300.",0.,Melee,All-Rounder,Expert,Physical,A+,A,"December 27, 2025"
8.,Blaziken,Blaziken,14.,"7,101.",439.,400.,100.,306.,10.,0.,15.,26.93,"4,300.",0.,Melee,All-Rounder,Expert,Physical,A+,A,"December 27, 2025"
8.,Blaziken,Blaziken,15.,"7,800.",490.,458.,115.,351.,10.,0.,15.,30.,"4,300.",0.,Melee,All-Rounder,Expert,Physical,A+,A,"December 27, 2025"
9.,Blissey,Blissey,1.,"3,278.",130.,40.,40.,60.,0.,0.,0.,10.,"3,700.",0.,Melee,Supporter,Intermediate,Special,A+,S,"December 27, 2025"
9.,Blissey,Blissey,2.,"3,427.",134.,44.,52.,65.,0.,0.,0.,10.22,"3,700.",0.,Melee,Supporter,Intermediate,Special,A+,S,"December 27, 2025"
9.,Blissey,Blissey,3.,"3,598.",139.,48.,66.,71.,0.,0.,0.,10.47,"3,700.",0.,Melee,Supporter,Intermediate,Special,A+,S,"December 27, 2025"
9.,Blissey,Blissey,4.,"4,467.",162.,69.,138.,102.,0.,0.,0.,11.76,"3,700.",0.,Melee,Supporter,Intermediate,Special,A+,S,"December 27, 2025"
9.,Blissey,Blissey,5.,"4,694.",168.,74.,157.,110.,0.,5.,0.,12.1,"3,850.",0.,Melee,Supporter,Intermediate,Special,A+,S,"December 27, 2025"
9.,Blissey,Blissey,6.,"4,955.",175.,80.,179.,119.,0.,5.,0.,12.49,"3,850.",0.,Melee,Supporter,Intermediate,Special,A+,S,"December 27, 2025"
9.,Blissey,Blissey,7.,"5,255.",183.,87.,204.,130.,0.,5.,0.,12.94,"4,000.",0.,Melee,Supporter,Intermediate,Special,A+,S,"December 27, 2025"
9.,Blissey,Blissey,8.,"5,600.",192.,95.,233.,142.,0.,5.,0.,13.45,"4,000.",0.,Melee,Supporter,Intermediate,Special,A+,S,"December 27, 2025"
9.,Blissey,Blissey,9.,"5,997.",203.,104.,266.,156.,0.,10.,0.,14.04,"4,150.",0.,Melee,Supporter,Intermediate,Special,A+,S,"December 27, 2025"
9.,Blissey,Blissey,10.,"6,454.",215.,115.,304.,172.,0.,10.,0.,14.72,"4,150.",0.,Melee,Supporter,Intermediate,Special,A+,S,"December 27, 2025"
9.,Blissey,Blissey,11.,"6,980.",229.,128.,348.,191.,0.,10.,0.,15.5,"4,300.",0.,Melee,Supporter,Intermediate,Special,A+,S,"December 27, 2025"
9.,Blissey,Blissey,12.,"7,585.",245.,142.,398.,213.,0.,10.,0.,16.4,"4,300.",0.,Melee,Supporter,Intermediate,Special,A+,S,"December 27, 2025"
9.,Blissey,Blissey,13.,"8,281.",264.,159.,456.,238.,0.,10.,0.,17.43,"4,300.",0.,Melee,Supporter,Intermediate,Special,A+,S,"December 27, 2025"
9.,Blissey,Blissey,14.,"9,081.",285.,178.,523.,267.,0.,10.,0.,18.62,"4,300.",0.,Melee,Supporter,Intermediate,Special,A+,S,"December 27, 2025"
9.,Blissey,Blissey,15.,"10,000.",310.,200.,600.,300.,0.,10.,0.,19.99,"4,300.",0.,Melee,Supporter,Intermediate,Special,A+,S,"December 27, 2025"
10.,Buzzwole,Buzzwole,1.,"3,250.",170.,120.,20.,80.,0.,0.,0.,10.,"3,700.",0.,Melee,All-Rounder,Intermediate,Physical,A,A,"December 27, 2025"
10.,Buzzwole,Buzzwole,2.,"3,412.",180.,134.,23.,91.,0.,0.,0.,10.71,"3,700.",0.,Melee,All-Rounder,Intermediate,Physical,A,A,"December 27, 2025"
10.,Buzzwole,Buzzwole,3.,"3,590.",191.,149.,27.,103.,0.,0.,0.,11.49,"3,700.",0.,Melee,All-Rounder,Intermediate,Physical,A,A,"December 27, 2025"
10.,Buzzwole,Buzzwole,4.,"3,786.",203.,165.,31.,116.,0.,0.,0.,12.35,"3,700.",0.,Melee,All-Rounder,Intermediate,Physical,A,A,"December 27, 2025"
10.,Buzzwole,Buzzwole,5.,"4,001.",216.,183.,35.,130.,10.,0.,5.,13.29,"3,850.",0.,Melee,All-Rounder,Intermediate,Physical,A,A,"December 27, 2025"
10.,Buzzwole,Buzzwole,6.,"4,238.",231.,203.,40.,146.,10.,0.,5.,14.33,"3,850.",0.,Melee,All-Rounder,Intermediate,Physical,A,A,"December 27, 2025"
10.,Buzzwole,Buzzwole,7.,"4,499.",247.,225.,45.,163.,10.,0.,5.,15.48,"4,000.",0.,Melee,All-Rounder,Intermediate,Physical,A,A,"December 27, 2025"
10.,Buzzwole,Buzzwole,8.,"4,786.",265.,249.,51.,182.,10.,0.,5.,16.74,"4,000.",0.,Melee,All-Rounder,Intermediate,Physical,A,A,"December 27, 2025"
10.,Buzzwole,Buzzwole,9.,"5,103.",285.,275.,58.,203.,20.,0.,10.,18.13,"4,150.",0.,Melee,All-Rounder,Intermediate,Physical,A,A,"December 27, 2025"
10.,Buzzwole,Buzzwole,10.,"5,452.",306.,304.,65.,226.,20.,0.,10.,19.66,"4,150.",0.,Melee,All-Rounder,Intermediate,Physical,A,A,"December 27, 2025"
10.,Buzzwole,Buzzwole,11.,"5,836.",330.,336.,73.,251.,20.,0.,10.,21.35,"4,300.",0.,Melee,All-Rounder,Intermediate,Physical,A,A,"December 27, 2025"
10.,Buzzwole,Buzzwole,12.,"6,259.",356.,371.,82.,279.,20.,0.,10.,23.21,"4,300.",0.,Melee,All-Rounder,Intermediate,Physical,A,A,"December 27, 2025"
10.,Buzzwole,Buzzwole,13.,"6,724.",385.,410.,92.,309.,20.,0.,15.,25.26,"4,300.",0.,Melee,All-Rounder,Intermediate,Physical,A,A,"December 27, 2025"
10.,Buzzwole,Buzzwole,14.,"7,236.",417.,453.,103.,343.,20.,0.,15.,27.51,"4,300.",0.,Melee,All-Rounder,Intermediate,Physical,A,A,"December 27, 2025"
10.,Buzzwole,Buzzwole,15.,"7,800.",452.,500.,115.,380.,20.,0.,15.,29.99,"4,300.",0.,Melee,All-Rounder,Intermediate,Physical,A,A,"December 27, 2025"
11.,Ceruledge,Ceruledge,1.,"3,250.",125.,80.,20.,64.,0.,0.,0.,10.,"3,700.",0.,Melee,All-Rounder,Intermediate,Physical,A,A,"December 27, 2025"
11.,Ceruledge,Ceruledge,2.,"3,352.",132.,85.,22.,71.,0.,0.,0.,10.89,"3,700.",0.,Melee,All-Rounder,Intermediate,Physical,A,A,"December 27, 2025"
11.,Ceruledge,Ceruledge,3.,"3,469.",140.,91.,24.,79.,0.,0.,0.,11.91,"3,700.",0.,Melee,All-Rounder,Intermediate,Physical,A,A,"December 27, 2025"
